Id,PostHistoryTypeId,PostId,RevisionGUID,Edit_TimeStamp,UserId,Edit_Comment
25603002,5,6969486,3a17049a-3afa-4baa-a865-6d98b7c36628,2012-06-15T15:49:07,151312,Please leave the headers. It's much more readable that way.
27990021,5,6969486,406efa60-13f6-4a88-9004-7adfb4c84cf0,2012-08-14T20:25:37,1001563,added 3 characters in body
51166408,5,6969486,a8255433-9d99-456f-8d3f-51a403c94d76,2013-11-10T17:49:39,9410,code snippet and explanation has been moved to another site on MDN
104092924,5,6969486,1eeaa3f2-7241-4919-bb23-c097268b7eaf,2015-11-14T04:01:46,151312,note npm
179238805,5,6969486,bb54b345-34ce-49f5-92ac-f9b93716536f,2018-08-07T08:30:26,175071,Updated to 1.0.5 https://github.com/sindresorhus/escape-string-regexp/blob/master/index.js https://www.npmjs.com/package/escape-string-regexp
179239922,5,6969486,741bd9b0-87d6-41b4-af66-efd78f25d2eb,2018-08-07T08:46:27,175071,match MDN https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Regular_Expressions
15374330,2,7010890,5933d914-78d5-446f-a971-9b0541c86552,2011-08-10T12:37:28,887836,NA
73635362,5,7010890,0c526a6a-0074-411b-a991-769c9066e20b,2014-09-16T18:17:50,950427,added awk solution
136566568,5,7010890,cc3ea3f1-86b7-490d-8b4c-4c4057628735,2017-01-22T11:59:28,887836,added 652 characters in body
137416415,5,7010890,fee4a280-9fa8-4dc9-ac7b-cabda7aa892a,2017-02-02T10:54:13,1863776,Fixed typo in command line
137416416,24,7010890,fee4a280-9fa8-4dc9-ac7b-cabda7aa892a,2017-02-02T10:54:13,,"Proposed by 1863776 approved by 777510, 393805, -1 edit id of 2954506"
137416417,5,7010890,95eae5c9-b76b-4b28-bfad-350a189f82ea,2017-02-02T10:54:13,711006,grammar
139759653,5,7010890,73fff844-728d-4f8a-ab1d-26d21007dde2,2017-03-03T12:41:15,2080707,bin corrections
139759654,24,7010890,73fff844-728d-4f8a-ab1d-26d21007dde2,2017-03-03T12:41:15,,"Proposed by 2080707 approved by 1612432, 887836 edit id of 3006235"
15819913,2,7194467,66031bbe-9511-481a-be10-86f06498d120,2011-08-25T17:13:29,126014,NA
67212577,5,7194467,d5ece245-3018-4cc9-b450-3e134998a692,2014-06-13T10:11:49,126014,Added link to new article.
146867635,5,7194467,a068b906-cfe2-4837-9a35-7b50cd318b9b,2017-05-23T12:03:07,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
15884220,2,7220510,1178cf94-ed79-4f58-b93e-f332350d6ffb,2011-08-28T10:56:51,27862,NA
15884332,5,7220510,e9f8c7dc-7eb8-40cb-a70d-7e91b7bcc940,2011-08-28T11:06:07,27862,added 115 characters in body
19355576,5,7220510,1fd60600-ab2a-46c5-9dfd-9e460ceb6d8c,2011-12-22T14:45:53,27862,added HTML escaping for output
67160806,5,7220510,8673b9bf-dbd9-4bf7-8120-ad74f9e39277,2014-06-12T16:09:17,1993501,Updated JSFiddle (didn't work because MooTools unsupported)
73719653,5,7220510,8677cfa0-c76f-47c2-b8ec-bb1c2631458b,2014-09-17T18:44:56,224067,Changed jsFiddle to Stack Snippet
73719654,24,7220510,8677cfa0-c76f-47c2-b8ec-bb1c2631458b,2014-09-17T18:44:56,,"Proposed by 224067 approved by 344792, 136790, -1 edit id of 1526686"
73719655,5,7220510,c777f76d-691b-42fd-9051-4c32b56f0e28,2014-09-17T18:44:56,686036,Changed jsFiddle to Stack Snippet
84136897,5,7220510,c53001fd-b5d3-4319-9632-f4acfc2cc852,2015-02-19T14:33:23,123671,Link to direct docs on option. use same terminology as official docs. use null not undefined as a falsy value. 
148304283,5,7220510,168908d3-2902-4316-b86e-eabec47e4fef,2017-05-31T10:48:56,3088508,Grammar fixes
148304285,24,7220510,168908d3-2902-4316-b86e-eabec47e4fef,2017-05-31T10:48:56,,"Proposed by 3088508 approved by 632524, -1 edit id of 3122504"
148304287,5,7220510,65dc23f9-a02c-4507-a497-c305ac3e0435,2017-05-31T10:48:56,2359679,Grammar fixes
15985217,2,7261048,558dfdd0-2dd2-41a3-88b7-26ed4f808a74,2011-08-31T17:39:28,821334,NA
42076751,5,7261048,2d7553b9-bcd8-4f00-9c79-b51f3e893efb,2013-06-12T20:00:51,228885,Remove redundant callback and add a missing ;
137167643,5,7261048,97079674-f215-42ef-88e4-a875050c5c44,2017-01-30T13:45:37,1390678,BlobBuilder has been deprecated some time ago  - http://stackoverflow.com/a/12300351/1390678
137167644,24,7261048,97079674-f215-42ef-88e4-a875050c5c44,2017-01-30T13:45:37,,"Proposed by 1390678 approved by 2120261, 469491, 1219121 edit id of 2948731"
146425973,5,7261048,ed2cc9ba-37bd-4316-a0d3-18a8e8678893,2017-05-23T11:46:51,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
16049533,2,7287121,41f54ee8-ed14-4af0-89ef-d5567c441f9c,2011-09-02T17:28:20,854896,NA
25754912,5,7287121,78da58ad-b385-40b7-95b3-da00056e8470,2012-06-20T00:46:17,854896,Included explanation by alvarolb for people that only read the first answer.. ;)
35547712,5,7287121,bc0661f6-6e5f-4dfb-97dc-8fc8bf6f433e,2013-02-06T03:31:23,85950,Add link to referenced answer
85186915,5,7287121,a5a5238d-a35e-4b67-8cae-46b5b12a6985,2015-03-05T17:00:45,1993204,user name update
85186916,24,7287121,a5a5238d-a35e-4b67-8cae-46b5b12a6985,2015-03-05T17:00:45,,"Proposed by 1993204 approved by 1386703, 321555, 126411 edit id of 1748815"
146443113,5,7287121,8025160a-7af1-40b5-bed2-7bf9e77ae428,2017-05-23T11:47:30,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
16077216,2,7297873,e3908efe-83a8-4152-982d-ba7775d6fc50,2011-09-04T07:14:17,834525,NA
16426704,5,7297873,09ef1637-ac0f-409f-8743-7cdd565fd038,2011-09-16T04:23:39,834525,added 425 characters in body
16650847,5,7297873,64c30434-7f77-4203-8cbf-b2754ddebd83,2011-09-23T15:48:37,551828,Added a link to a bug I submitted for the issue.
16650848,24,7297873,64c30434-7f77-4203-8cbf-b2754ddebd83,2011-09-23T15:48:37,,"Proposed by 551828 approved by 230513, 444991 edit id of 110559"
42547891,5,7297873,c45f29a7-5bef-4c35-8256-6473358f3280,2013-06-21T22:51:26,1656977,added syntax highlighting and code formatting
42547892,24,7297873,c45f29a7-5bef-4c35-8256-6473358f3280,2013-06-21T22:51:26,,"Proposed by 1656977 approved by 717898, 1017941, 778719 edit id of 769965"
49458131,5,7297873,e954d9c1-c60b-438c-8762-6dd64ff74618,2013-10-16T21:07:04,834525,added more detailed alternative
16169100,2,7335487,19138276-f6d0-4e9a-829c-88e13798df99,2011-09-07T14:21:09,19563,NA
45498689,5,7335487,b9d3cc73-51a3-487b-85fb-daacf411e704,2013-08-16T22:34:49,43906,add windows example
53001912,5,7335487,c3303589-7b6f-4b4c-895c-1daf8e158af8,2013-12-05T19:20:51,-1,"Added note about *nix command formatting working correctly on Windows; source, personal experience."
53001913,24,7335487,c3303589-7b6f-4b4c-895c-1daf8e158af8,2013-12-05T19:20:51,,"Proposed by 64.129.24.13|991ddf84-2513-4b5f-9cbc-1abc6b101bcb approved by 966187, 68763, 420303 edit id of 1019485"
53001958,5,7335487,9d425232-f70e-437e-8a17-219524aea042,2013-12-05T19:21:42,1422512,removing anonymous addition and adding as comment instead
79161760,5,7335487,24dd1f01-63c0-434c-8b00-0facb5d20b54,2014-12-05T17:06:56,893211,Added a reference 
79161761,24,7335487,24dd1f01-63c0-434c-8b00-0facb5d20b54,2014-12-05T17:06:56,,"Proposed by 893211 approved by 463813, 33236, 1627479 edit id of 1633937"
112092241,5,7335487,7725a2a2-d627-49af-98e5-d22507cd4097,2016-03-01T05:40:56,52277,Added clarifications from muruge's comment
146655527,5,7335487,6ee3061c-06df-4611-bf04-43275a5c521c,2017-05-23T11:55:14,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
177445445,5,7335487,7b3f0d17-36df-449d-bd8a-cf77e3e39a9c,2018-07-11T18:28:38,755393,"merged *nix and bash versions, once that is the same"
16606584,2,7513356,115b979c-c4ac-43ca-a3c9-ef72b3f8d4ee,2011-09-22T10:30:53,938089,NA
16652292,5,7513356,2c2e8241-9852-473b-ac43-2f58f241350d,2011-09-23T16:36:35,938089,Improved code.
17146875,5,7513356,49bf950b-16c4-4436-9799-1e8e6736dca6,2011-10-11T19:45:44,938089,Fixed broken link.
17477968,5,7513356,755596e6-96bb-4eac-9c06-dfe4f9cf3010,2011-10-23T15:37:47,938089,"Added support for more dynamic arguments, including DOM nodes and jQuery."
18218629,5,7513356,f591adfd-53aa-48a9-9588-87dabe4d0ff1,2011-11-17T12:10:03,938089,added 237 characters in body
24513122,5,7513356,1bf3fc58-9bf0-4d06-9fe1-770639b04e60,2012-05-17T09:57:53,938089,added 2730 characters in body
26233375,5,7513356,0d5ae23b-bd9f-4752-882f-9df9dfb7d269,2012-07-02T13:17:03,938089,Small bug fix.
27144256,5,7513356,a86fa605-b8d1-4da3-81ca-9cf8c7a4990f,2012-07-24T21:29:00,938089,"The Frame API is not experimental any more - https://developers.google.com/youtube/iframe_api_reference. Refactored code (added more comments, tested against cross-browser compatibility)"
49044551,5,7513356,d8426b7d-d8b8-44b2-b6b5-7babe422b811,2013-10-10T14:30:44,938089,Update: Force check of iframe's readiness
53478999,5,7513356,b4f37c6d-c7a3-484e-99ec-1c0d129ceaf4,2013-12-12T10:06:44,938089,Added origin=* to demos
59332859,5,7513356,ac1a6cd6-eb27-41b1-85c5-d8626eb42620,2014-03-02T09:29:19,938089,"Do not suggest to add origin=* to the URL because it is no longer required; in fact, it breaks the API."
146867929,5,7513356,650ee648-6b50-41ea-8fa0-dfda2b1b328b,2017-05-23T12:03:08,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
16636943,2,7525760,aa40acff-4008-4da9-8bdc-e82d6bad6ee7,2011-09-23T07:40:35,283055,NA
20717055,5,7525760,71df4e15-1862-4198-8cce-9cc1ada94173,2012-02-04T13:39:56,283055,added 27 characters in body
24311227,5,7525760,79c3a2c2-c972-4eda-804e-fc40602b9b4d,2012-05-11T15:39:55,283055,added 472 characters in body
29129818,5,7525760,7d5c5eb5-10f6-4270-9e4f-4cfd4af6f268,2012-09-12T16:45:46,283055,added 20 characters in body
72546517,5,7525760,404be79b-b5ea-4707-b158-b00e72f19e33,2014-08-31T06:35:26,1257694,edited body
117776662,5,7525760,5ebde5cd-51ed-4131-a5dc-0a2276d6e453,2016-05-10T23:46:57,-1,Fixed typo spotted by DanielB and added some text to make the 6 char limit....
117776663,24,7525760,5ebde5cd-51ed-4131-a5dc-0a2276d6e453,2016-05-10T23:46:57,,Proposed by 88.95.94.125|125e4dd6-8985-426f-ba97-1abb6e9a2ed3 approved by -1 edit id of 2501352
117776664,5,7525760,9efe1a1c-19bc-4a02-b439-8da990e715bc,2016-05-10T23:46:57,184741,Fixed typo spotted by DanielB and added some text to make the 6 char limit....
16695436,2,7549118,3b083acd-6434-404b-b3c2-bf6b466c2454,2011-09-25T22:42:18,85371,NA
101447465,5,7549118,9183726b-dc54-46bd-a6d3-5bf129edc6f7,2015-10-09T11:11:49,85371,added 278 characters in body
113394960,5,7549118,a8573256-2044-4c1c-b7c9-f53a94c72677,2016-03-16T18:29:35,8946,Added a common case cause besides the obvious one.
113509856,8,7549118,7cd6112b-b6cd-4b07-be83-7dfaa910e097,2016-03-17T23:39:42,85371,Rollback to [9183726b-dc54-46bd-a6d3-5bf129edc6f7]
113509928,5,7549118,6c6b6b93-31a2-4f87-b217-5bd6b382493b,2016-03-17T23:42:30,85371,added 310 characters in body
16715878,2,7557433,99794ea1-03ff-492d-b733-64f70bcc79c4,2011-09-26T15:27:32,139361,NA
16716522,5,7557433,edd6e378-f12c-490b-8844-d8154d79697c,2011-09-26T15:45:57,139361,added 445 characters in body
16717693,5,7557433,5f3115ff-3e13-4803-992a-905ae94886a8,2011-09-26T16:28:13,139361,added 445 characters in body
17409900,5,7557433,12ac5b6e-72a9-415b-9a19-9ba98288cf3e,2011-10-20T16:55:52,139361,added 1 characters in body
34971453,5,7557433,7ad09f19-5673-41d1-99cd-f91fa731db26,2013-01-25T03:51:08,692456,added 2 characters in body
38524072,5,7557433,5b4a3d28-fd1f-47e9-9931-09a30d820714,2013-04-03T18:26:41,139361,added 290 characters in body
38527746,5,7557433,94b14f2d-1627-415e-babd-ae4d9ee4660d,2013-04-03T19:37:18,139361,added 2293 characters in body
38528148,5,7557433,595429ab-83a2-4911-838b-c670f324dd91,2013-04-03T19:44:50,139361,added 2293 characters in body
38528839,5,7557433,c021fc7b-7229-4ec9-ae03-4675df9ee6c6,2013-04-03T19:58:45,139361,added 132 characters in body
41639068,5,7557433,a5485727-b28e-40fa-a7bc-39f2b018a7af,2013-06-04T10:36:08,139361,added 622 characters in body
41696962,5,7557433,f897820d-f793-4cf9-8c6e-7c1bb1ce3efe,2013-06-05T10:09:01,139361,added 382 characters in body
46860765,5,7557433,08f48138-2b62-4443-b4ce-ad5bcc8b772c,2013-09-08T15:28:51,532036,change name of the function (givenElementInViewport) to work properly
46860766,24,7557433,08f48138-2b62-4443-b4ce-ad5bcc8b772c,2013-09-08T15:28:51,,Proposed by 532036 approved by 707111 edit id of 889624
48998083,5,7557433,a5587a33-1aef-4608-a150-445b809ba4f4,2013-10-10T01:15:31,498624,Wording was so confusing it almost read as the opposite of what he meant to say.
48998118,8,7557433,44cf9245-a8b6-4326-b74b-dbbeb94592b1,2013-10-10T01:16:25,498624,Rollback to [08f48138-2b62-4443-b4ce-ad5bcc8b772c]
53237427,5,7557433,acabf955-8ee4-451d-8ef5-bad24b969305,2013-12-09T13:48:58,139361,deleted 261 characters in body
53239742,16,7557433,9ffdc62c-f945-4212-8b55-6f0cba9c5bff,2013-12-09T14:20:11,139361,added 114 characters in body
53239743,5,7557433,9ffdc62c-f945-4212-8b55-6f0cba9c5bff,2013-12-09T14:20:11,139361,added 114 characters in body
62834911,5,7557433,621105ef-5369-45e5-a6ef-4bfaf8f87cca,2014-04-14T10:58:42,139361,added 234 characters in body
63264963,5,7557433,076db2a2-3d23-4d94-b94d-a3f476c90b61,2014-04-19T20:00:02,139361,added 8 characters in body
63265638,5,7557433,dd84a4ab-4e8c-472d-b770-adeb5be180d9,2014-04-19T20:15:26,139361,added 51 characters in body
65540640,5,7557433,56e8cb26-40e4-4770-9883-c746131b12c1,2014-05-20T17:12:48,-1,then/than fix
65540641,24,7557433,56e8cb26-40e4-4770-9883-c746131b12c1,2014-05-20T17:12:48,,"Proposed by 173.9.20.185|fc262209-01ab-4ec0-9f4b-d407702b3f32 approved by 645886, 74815, 484441 edit id of 1345953"
74082433,5,7557433,f411548f-6fd4-4585-9ec4-5bbeeb798a47,2014-09-23T09:15:23,139361,added 24 characters in body
74213123,5,7557433,6b8b1eae-58ad-486d-a5ff-448d5d2fd722,2014-09-24T21:05:26,139361,added 9 characters in body
80263153,5,7557433,3036f534-8dd6-4f02-abb3-56818b877ebc,2014-12-22T13:57:13,139361,deleted 112 characters in body
108262604,5,7557433,0bbd8e52-c1fb-45fd-8a5f-58f391ef0c54,2016-01-12T13:30:35,387194,improve onVisibilityChange function
122294597,5,7557433,bd263e7d-302e-4cbd-bfab-02242809e612,2016-07-10T04:18:11,179675,grammar: it's => its
133164880,5,7557433,a0d5114e-e942-4b21-b8f2-4dcd1095c3c9,2016-12-05T20:50:53,139361,deleted 70 characters in body
140906947,5,7557433,d11a2f94-012b-4cd1-b510-5dbbd17be88c,2017-03-17T19:41:05,5410835,Removed blatant advertising for John Resig
147714327,5,7557433,47cb778a-33fa-4542-9abb-331253feb50c,2017-05-23T12:34:59,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
16841342,2,7607853,786370de-de47-46f3-a0ff-0126b62c5f2b,2011-09-30T08:33:03,188740,NA
16841480,5,7607853,528f2df5-4062-4572-a815-5bbdef8e3b66,2011-09-30T08:38:23,188740,deleted 19 characters in body
16841742,5,7607853,bd5d753d-5651-4a48-aec2-8d4380ee8462,2011-09-30T08:48:30,188740,deleted 19 characters in body
16851338,5,7607853,dc6f9669-2903-42b0-bd65-5db4f6082966,2011-09-30T14:33:19,188740,added 86 characters in body
20434860,5,7607853,f0cb4fa2-fb87-4d1f-b2a9-40a303875aff,2012-01-27T07:19:20,188740,added 110 characters in body
20435341,5,7607853,31344f69-d95b-4639-ac5d-be23e3108416,2012-01-27T07:45:32,188740,deleted 2 characters in body
34483131,5,7607853,09aceb3a-b040-49f5-afd2-172b3c339c16,2013-01-15T11:52:53,255718,Edited to make the code comments readable without scrolling
34483132,24,7607853,09aceb3a-b040-49f5-afd2-172b3c339c16,2013-01-15T11:52:53,,"Proposed by 255718 approved by 1331430, 499163, 430775 edit id of 542452"
61196264,5,7607853,183788c7-a654-46a7-97a5-1b8bfc83b38f,2014-03-24T22:45:25,188740,added 516 characters in body
16862361,2,7616484,feb0590a-d55e-424d-afc7-f9a6883a1077,2011-09-30T21:55:20,495174,NA
26372167,5,7616484,d7f9a490-14ff-4177-9bb8-63947c81a441,2012-07-05T15:37:37,109941,added 128 characters in body
26565380,5,7616484,8993b6b4-27ab-4db9-8204-7aeab033c11d,2012-07-10T20:40:12,447448,Added declarations for i and char
26565381,24,7616484,8993b6b4-27ab-4db9-8204-7aeab033c11d,2012-07-10T20:40:12,,"Proposed by 447448 approved by 387076, 352449 edit id of 312370"
41446097,5,7616484,e3597da8-c96d-4315-8fac-159e30538186,2013-05-31T00:14:37,578895,Minor speed tweak preventing multiple hits against this.length
57968852,5,7616484,83d532e4-1b12-4e64-a816-2a4df93f22ce,2014-02-13T16:55:26,450148,making it print friendly
60673328,5,7616484,72a8b726-cfff-40eb-bdcb-2a9d4ed25c57,2014-03-18T13:42:49,495174,unnecessary external link
61572772,5,7616484,3dc816c5-286d-45b7-87a5-da514ac730c3,2014-03-28T22:31:37,365377,Fixed compilation errors.
61572773,24,7616484,3dc816c5-286d-45b7-87a5-da514ac730c3,2014-03-28T22:31:37,,"Proposed by 365377 approved by 84395, 466224, 292219 edit id of 1246483"
78027897,5,7616484,f7a31152-ded5-4d04-980b-84d11f3c7c56,2014-11-19T17:50:39,495174,added 100 characters in body
82142205,5,7616484,2e422f5d-6266-4c94-9275-dac90140ba72,2015-01-22T13:38:04,475820,Added updated version and link to jsPerf
82630118,5,7616484,65a10bf3-ab75-4fe1-bb07-8b1a522e7241,2015-01-29T13:50:44,495174,An obfuscated version of the algo is not really necessary in this case.
105849014,5,7616484,e5520c34-1016-4db1-974b-6a32d78d7012,2015-12-07T19:46:20,456564,strict comparison since we know it's a number
140273874,5,7616484,fcc509e8-a2fa-4ffc-9c83-2e3ced04477a,2017-03-09T23:13:51,3439460,Remove caching. Caching this.length does not improve performance (http://jsperf.com/for-loop-research) but adds an extra assignment.
140273875,24,7616484,fcc509e8-a2fa-4ffc-9c83-2e3ced04477a,2017-03-09T23:13:51,,"Proposed by 3439460 approved by 109412, 1092007, 423170 edit id of 3016418"
158101761,5,7616484,4880b3fe-df43-4549-b808-4131405e03c7,2017-10-11T12:28:07,1010492,Converted the code block to a snippet so we can see the result of the hash function
158101762,24,7616484,4880b3fe-df43-4549-b808-4131405e03c7,2017-10-11T12:28:07,,"Proposed by 1010492 approved by 1853, 5730444 edit id of 3350103"
158129319,8,7616484,cc6bbb68-47fe-4276-85e4-cf558bf27683,2017-10-11T18:23:22,495174,Rollback to [fcc509e8-a2fa-4ffc-9c83-2e3ced04477a] - Edit approval overridden by post owner or moderator
16913640,2,7636468,cb725826-f141-4792-b5e4-83fcf9ce119d,2011-10-03T14:34:12,976858,NA
21277726,5,7636468,3df40245-455a-43c7-9c98-32b0ed918e3c,2012-02-20T17:43:56,526425,it does not compile when d is not declared as final
21277727,24,7636468,3df40245-455a-43c7-9c98-32b0ed918e3c,2012-02-20T17:43:56,,"Proposed by 526425 approved by 654031, 141081, 243245 edit id of 205508"
27640428,5,7636468,e8aa9741-ac94-43b6-8c69-952d35d948b6,2012-08-06T11:13:00,235654,Reformatted code to remove useless indents
46789021,5,7636468,6ebce6b2-4d71-434d-913f-0c3e2498fbd6,2013-09-06T21:36:14,976858,added note about API 8; deleted 242 characters in body
128939064,5,7636468,6f15305d-be89-4f7e-8f14-123e53163289,2016-10-10T07:23:27,1708390,code improved
128939065,24,7636468,6f15305d-be89-4f7e-8f14-123e53163289,2016-10-10T07:23:27,,"Proposed by 1708390 approved by 2522405, 462697, 268108 edit id of 2763128"
132949088,5,7636468,be4e2eb9-1150-45e8-8848-460083d63525,2016-12-02T13:25:29,544406,added 25 characters in body
159202381,5,7636468,27d0c9ea-d7bc-4e1b-8a68-0e0ed3934535,2017-10-26T12:44:37,7104450,fixed code showing as text
159202382,24,7636468,27d0c9ea-d7bc-4e1b-8a68-0e0ed3934535,2017-10-26T12:44:37,,"Proposed by 7104450 approved by 3132019, 1420433 edit id of 3376540"
162065840,5,7636468,dede9bec-aad4-459c-afdc-df8f6bb847a7,2017-12-04T20:23:24,4409409,remove duplicate variable (Android Studio inspection was complaining with the code as it was before)
17022119,2,7680682,c2904f46-05a8-429f-9049-a50a974fc356,2011-10-06T21:29:40,981666,NA
17034820,5,7680682,ad40486c-a256-4685-bca2-20e2c7128171,2011-10-07T10:16:51,981666,"improved documentation of special case, fixed spelling"
17069987,5,7680682,5697e47a-9898-4654-935c-0d956f9c067e,2011-10-08T22:15:06,981666,added 539 characters in body
29959931,5,7680682,7fb54bb7-a282-4203-beec-c4b439f84e07,2012-10-02T22:36:56,87280,generalize
29959932,24,7680682,7fb54bb7-a282-4203-beec-c4b439f84e07,2012-10-02T22:36:56,,Proposed by 87280 approved by  edit id of 408746
29959933,5,7680682,db1ed7f7-5685-46bd-9463-3f0597984e3f,2012-10-02T22:36:56,150634,generalize
71184808,5,7680682,9f8a709a-48a8-4272-a6f1-833efe68499c,2014-08-10T22:34:44,915044,verified and fixed the -h option-parsing order problem
71184809,24,7680682,9f8a709a-48a8-4272-a6f1-833efe68499c,2014-08-10T22:34:44,,"Proposed by 915044 approved by 383936, 1310701, 277697 edit id of 1473317"
71185414,5,7680682,1c582fd7-5a2c-4fbd-8047-f4ca99a0106b,2014-08-10T22:58:52,915044,add sample output from testing
71185415,24,7680682,1c582fd7-5a2c-4fbd-8047-f4ca99a0106b,2014-08-10T22:58:52,,"Proposed by 915044 approved by 322642, 12866, 1648987 edit id of 1473331"
17139879,2,7728728,39154721-2033-4758-88c9-df5e291054d2,2011-10-11T15:41:14,76722,NA
17140647,5,7728728,e328714e-4c98-4109-8336-aa784624dca4,2011-10-11T16:01:50,76722,added 1622 characters in body
17207054,5,7728728,0e578f61-7dd6-47e4-8b95-7a2a374dfcf7,2011-10-13T15:22:26,76722,added 556 characters in body
110030958,5,7728728,b21695f2-2b8a-4daf-992b-eb444a9aa568,2016-02-04T07:10:28,678093,added 2 characters in body
17235050,2,7768006,58f4f0f0-808c-4e21-b0db-cc83b6e9fff8,2011-10-14T13:04:09,266068,NA
17271630,5,7768006,e86bf5cc-91e3-41f2-b077-a63d412326d2,2011-10-16T06:23:34,266068,added 167 characters in body
85851186,5,7768006,7062a324-3409-4743-905e-61d8ad635c8d,2015-03-14T20:05:58,266068,deleted 4 characters in body
85851411,5,7768006,e420489b-ac77-4bdf-a7d9-cf19c9325cba,2015-03-14T20:12:19,266068,edited body
85851799,5,7768006,9c775807-2cde-46c5-8d82-70660bd38e08,2015-03-14T20:22:38,266068,added 53 characters in body
167018830,5,7768006,977c443a-49a4-47df-95d3-d93830c45c95,2018-02-16T08:44:05,266068,deleted 62 characters in body
167019280,5,7768006,c5c5d402-96f6-4f58-a5df-74e4ce3a8e22,2018-02-16T08:51:41,266068,deleted 62 characters in body
186680360,5,7768006,daed3169-77e3-41bb-a4ec-55d61e126f1e,2018-11-27T19:40:01,939701,is_opera was referenced before it was declared
17279090,2,7785711,84ae3adb-24fe-485b-9062-63ea10bc0d6b,2011-10-16T16:37:34,860000,NA
44109715,5,7785711,a87d7b7f-2e1f-4138-9a3a-434facde0f04,2013-07-22T16:13:59,860000,added 435 characters in body
85267466,5,7785711,6e141bdb-a8f4-47f7-8c12-d5fbb5f2ed28,2015-03-06T17:55:47,860000,Expanded with new solution.
85269140,5,7785711,5fe8682a-713f-404c-8573-8088983977ff,2015-03-06T18:25:11,860000,I have a VM so I shouldn't neglect IE.
17842571,2,8017292,492eac07-d0ad-4364-bb89-46e48efe9bbc,2011-11-05T00:41:34,717416,NA
17895791,5,8017292,e3eddff4-1e80-4693-a130-ab19f5979749,2011-11-07T15:42:10,717416,improved formatting.
48398874,5,8017292,b6573be7-c3f4-4f8f-8152-186e2319e565,2013-10-01T12:47:21,717416,Remove old hope it helps
48399710,5,8017292,1bc553d5-a879-4805-9997-2672c746e685,2013-10-01T12:58:48,717416,Remove unused code.
49487469,5,8017292,71aaa563-e3b0-4285-8764-c3f211179c0a,2013-10-17T08:48:23,717416,Update answer
60156645,5,8017292,11d129bf-2198-40d7-96c9-91ccd67bfd7e,2014-03-12T06:33:57,717416,Add link to snapshots.
103435559,5,8017292,00a01004-7704-4b9f-ac01-210a3b690836,2015-11-05T08:56:00,717416,Remove old answer
106307330,5,8017292,a530d3fb-33e9-47d6-826a-89bec360d976,2015-12-13T21:48:44,717416,Add Swift version
106685984,5,8017292,7455ef80-082f-4394-ae79-4aef79f4018c,2015-12-18T09:11:14,717416,Put Swift implementation on top of the question since it's more relevant now
135136114,5,8017292,7c9124d9-39b4-4474-bb20-4fb8a1a781ba,2017-01-03T16:12:12,717416,deleted 1388 characters in body
17867995,2,8027444,5f06291c-7e79-4488-8e57-8a0dbee03ea8,2011-11-06T13:52:03,859154,NA
17868403,5,8027444,2e51efbb-3ad5-45c6-8b66-fd60e5a3e0b9,2011-11-06T14:19:48,859154,added 92 characters in body
120404302,5,8027444,e27645a3-9eed-4b54-8135-27543cbcf5ef,2016-06-14T13:31:12,5504438,adding explanation for the first regex
120404303,24,8027444,e27645a3-9eed-4b54-8135-27543cbcf5ef,2016-06-14T13:31:12,,"Proposed by 5504438 approved by 4912760, 3184785, 4532402 edit id of 2561950"
17909971,2,8044605,d0b76cba-96bf-42c8-ae9d-ff9fb78002d6,2011-11-08T00:34:45,893,NA
28860538,5,8044605,6f7ed040-c810-4019-8b3b-36918fbe5fdb,2012-09-05T21:07:34,1339987,A slightly subtle point from one of the comments should be included in the answer.
91722543,5,8044605,7d696252-f2cf-4683-a3fd-43de4ffa833b,2015-05-31T11:02:38,150884,Incorporate some of this answer's comments in an example
91722544,24,8044605,7d696252-f2cf-4683-a3fd-43de4ffa833b,2015-05-31T11:02:38,,"Proposed by 150884 approved by 4370109, 165071, 147024 edit id of 1896944"
91928179,5,8044605,6367538b-161e-4b70-9605-71ad3e3684ba,2015-06-03T02:30:29,15139,corrected a mistake in command: `git -fa <tagname>` to `git tag -fa <tagname>`
18015820,2,8086845,239720c1-c09f-4a4e-af3c-675603038203,2011-11-10T21:50:51,451475,NA
18021723,5,8086845,703787b5-9c7b-42f6-96d3-d49e32cb45f9,2011-11-11T02:59:41,451475,added 1 characters in body
25553677,5,8086845,ba42a67e-64db-4fb7-8cf3-ee2f6e94cb02,2012-06-14T14:19:35,451475,deleted 1 characters in body
25555563,5,8086845,f16114ad-c9a5-4f69-8324-e389f6cede1c,2012-06-14T14:58:06,451475,added 106 characters in body
27364757,5,8086845,67ad8b56-d413-4a1a-859f-ac3d902bb9f1,2012-07-30T13:59:34,451475,Updated per @Praveen
30826200,5,8086845,e43b4fdb-4994-40dc-98fd-e804dd9be9da,2012-10-22T16:46:32,23028,ARC version was missing a closing )
